lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
665.0,1.0,1.10432365454754e-37,-3.27700372060202e-54,1.10432365454754e-37,1.10432365454754e-37,-3.27700372060202e-54,1.10432365454754e-37
