lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
665.0,1.0,-8.863761200676886e-38,-5.990429405548016e-56,8.863761200676886e-38,-8.863761200676886e-38,-5.990429405548016e-56,8.863761200676886e-38
