lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
1000.0,1.0,1.0951005423283357e-37,-3.6201619552321274e-54,1.0951005423283357e-37,1.0951005423283357e-37,-3.6201619552321274e-54,1.0951005423283357e-37
