lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
1000.0,1.0,1.1022790925892504e-37,-3.614894757187667e-54,1.1022790925892504e-37,1.1022790925892504e-37,-3.614894757187667e-54,1.1022790925892504e-37
