lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
1000.0,1.0,-8.864159037332898e-38,5.167911642666882e-56,8.864159037332898e-38,-8.864159037332898e-38,5.167911642666882e-56,8.864159037332898e-38
