lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
1000.0,1.0,5.443696230791622e-38,-3.1141385867287815e-56,5.443696230791622e-38,5.443696230791622e-38,-3.1141385867287815e-56,5.443696230791622e-38
