lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
665.0,1.0,-1.5955187031851346e-38,3.6916619045150055e-56,1.5955187031851346e-38,-1.5955187031851346e-38,3.6916619045150055e-56,1.5955187031851346e-38
