lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
300.0,1.0,1.0645752080124911e-37,-1.1021514421135598e-53,1.0645752080124911e-37,1.0645752080124911e-37,-1.1021514421135598e-53,1.0645752080124911e-37
