lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
300.0,1.0,-1.6400175898757616e-38,-3.8327601739366836e-56,1.6400175898757616e-38,-1.6400175898757616e-38,-3.8327601739366836e-56,1.6400175898757616e-38
