lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
300.0,1.0,1.1082825257114014e-37,-8.69537188747062e-54,1.1082825257114014e-37,1.1082825257114014e-37,-8.69537188747062e-54,1.1082825257114014e-37
