lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
300.0,1.0,9.503588465552484e-38,-1.2678373436445996e-54,9.503588465552484e-38,9.503588465552484e-38,-1.2678373436445996e-54,9.503588465552484e-38
