lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
300.0,1.0,5.35605434434611e-38,6.602128331877437e-55,5.35605434434611e-38,5.35605434434611e-38,6.602128331877437e-55,5.35605434434611e-38
