lambda_nm,p_test_Cm,p_eff_Cm_real,p_eff_Cm_imag,p_eff_Cm_abs,s_real,s_imag,s_abs
300.0,1.0,-8.860966229630542e-38,1.997238586340996e-55,8.860966229630542e-38,-8.860966229630542e-38,1.997238586340996e-55,8.860966229630542e-38
